Country,siteName,contactEmail,sciName,totalCount,family,active.ambush,feedingTypeFishbase,feedingImpute,trophicGroupRLS,trophicImpute,waterColumnRLS,waterColumnImpute,eat.squid,eat.squidImpute,BodyShapeI,BodyShapeII,Forehead,TypeofMouth,PosofMouth,CShape,Attributes,TL,HL,BD,SnoutTipX,SnoutTipY,AspectRatio,EncIndex,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,SoftBottom,Sand,Mud,HardBottom,SeaGrassBeds,CoralReefs,Estuaries,Mangroves,Intertidal,Saltmarshes,Herbivory2,Climate,FoodI,FoodII
Australia (VIC),Edwards Point,hjanes@deakin.edu.au,Acanthaluteres spilomelanurus,4,Monacanthidae,active,variable,variable,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,554.5,118.5,150,NaN,NaN,1.9078,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,,subtropical,,
Australia (VIC),Indented Head,hjanes@deakin.edu.au,Acanthaluteres spilomelanurus,3,Monacanthidae,active,variable,variable,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,554.5,118.5,150,NaN,NaN,1.9078,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,,subtropical,,
Australia (VIC),Indented Head,hjanes@deakin.edu.au,Acanthaluteres spilomelanurus,3,Monacanthidae,active,variable,variable,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,554.5,118.5,150,NaN,NaN,1.9078,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,,subtropical,,
Australia (VIC),Indented Head,hjanes@deakin.edu.au,Acanthaluteres spilomelanurus,3,Monacanthidae,active,variable,variable,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,554.5,118.5,150,NaN,NaN,1.9078,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,,subtropical,,
Australia (VIC),St. Leonards,hjanes@deakin.edu.au,Acanthaluteres spilomelanurus,2,Monacanthidae,active,variable,variable,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,554.5,118.5,150,NaN,NaN,1.9078,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,,subtropical,,
Australia (VIC),St. Leonards,hjanes@deakin.edu.au,Acanthaluteres spilomelanurus,2,Monacanthidae,active,variable,variable,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,554.5,118.5,150,NaN,NaN,1.9078,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,,subtropical,,
Australia (VIC),St. Leonards,hjanes@deakin.edu.au,Acanthaluteres spilomelanurus,2,Monacanthidae,active,variable,variable,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,554.5,118.5,150,NaN,NaN,1.9078,NaN,NaN,NaN,NaN,NaN,0,0,0,0,-1,0,-1,0,0,0,,subtropical,,
Mexico (ICML),NA,NA,Aluterus scriptus,1,Monacanthidae,active,NA,variable,NA,scraping herbivore,NA,pelagic site attached,0,0,short and / or deep,NA,NA,NA,NA,other (see remark),NA,558,93,137,42,218,0.864597,NaN,2.81,0.37,3.02,0.19,0,0,0,-1,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,plants;zoobenthos;zooplankton,benth. crust.;jellyfish/hydroids;other plants
Australia (NSW2),Urunga Lagoon 1,brendan.kelaher@scu.edu.au,Meuschenia trachylepis,3,Monacanthidae,active,grazing on aquatic plants,grazing on aquatic plants,browsing herbivore,browsing herbivore,demersal,demersal,0,0,NA,NA,NA,NA,NA,NA,NA,596,128,204,26,185,1.92223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,subtropical,,
Australia (QLD2),Noosa river,chender1@usc.edu.au,Monacanthus chinensis,8,Monacanthidae,active,grazing on aquatic plants,grazing on aquatic plants,Omnivore,omnivore,demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,NA,NA,562,122.5,237,35,186,2.71491,NaN,2.36,0.14,NaN,NaN,-1,-1,0,0,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,,
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Monacanthus chinensis,48,Monacanthidae,active,grazing on aquatic plants,grazing on aquatic plants,Omnivore,omnivore,demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,NA,NA,562,122.5,237,35,186,2.71491,NaN,2.36,0.14,NaN,NaN,-1,-1,0,0,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,,
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Monacanthus chinensis,48,Monacanthidae,active,grazing on aquatic plants,grazing on aquatic plants,Omnivore,omnivore,demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,NA,NA,562,122.5,237,35,186,2.71491,NaN,2.36,0.14,NaN,NaN,-1,-1,0,0,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,,
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Monacanthus chinensis,48,Monacanthidae,active,grazing on aquatic plants,grazing on aquatic plants,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,NA,NA,562,122.5,237,35,186,2.71491,NaN,2.36,0.14,NaN,NaN,-1,-1,0,0,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,,
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Monacanthus chinensis,48,Monacanthidae,active,grazing on aquatic plants,grazing on aquatic plants,Omnivore,omnivore,Demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,NA,NA,562,122.5,237,35,186,2.71491,NaN,2.36,0.14,NaN,NaN,-1,-1,0,0,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,,
Korea,Koje-Korea,"sormyo@pusan.ac.kr, klee@pusan.ac.kr",Rudarius ercodes,19,Monacanthidae,active,browsing on substrate,browsing on substrate,Benthic invertivore,benthic invertivore,pelagic site attached,pelagic site attached,0,0,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.12,0.102,3.09,0.36,0,0,0,0,-1,-1,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate;tropical,detritus;zoobenthos;zooplankton,benth. crust.;detritus;mollusks;plank. crust.;worms
USA (NC),NC,sziegler@live.unc.edu,Stephanolepis hispidus,7,Monacanthidae,active,grazing on aquatic plants,grazing on aquatic plants,Benthic invertivore,benthic invertivore,demersal,demersal,0,0,short and / or deep,NA,NA,NA,NA,more or less truncate,more or less normal,532,130,227,57,225,1.26543,NaN,2.56,0.092,2.76,0.25,-1,0,0,0,-1,0,0,0,0,0,mainly plants/detritus (troph. 2-2.19),tropical,plants;zoobenthos;zooplankton,benth. crust.;cnidarians;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;phytoplankton;plank. crust.;sponges/tunicates;worms
Australia (NSW2),Urunga Lagoon 1,brendan.kelaher@scu.edu.au,Monodactylus argenteus,10,Monodactylidae,active,variable,variable,planktivore,planktivore,pelagic site attached,pelagic site attached,1,1,short and / or deep,compressed,clearly convex,more or less normal,terminal,more or less truncate,more or less normal,519,136,298,15,230,3.32695,NaN,NaN,NaN,2.95,0.33,-1,0,0,0,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,detritus;zoobenthos;zooplankton,detritus;other benth. invertebrates;other plank. invertebrates
Australia (QLD2),Noosa river,chender1@usc.edu.au,Monodactylus argenteus,2,Monodactylidae,active,variable,variable,planktivore,planktivore,demersal,demersal,1,1,short and / or deep,compressed,clearly convex,more or less normal,terminal,more or less truncate,more or less normal,519,136,298,15,230,3.32695,NaN,NaN,NaN,2.95,0.33,-1,0,0,0,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,detritus;zoobenthos;zooplankton,detritus;other benth. invertebrates;other plank. invertebrates
Croatia,CR-B-SvetiDuh,claudia@claudiakruschel.com,Dicentrarchus labrax,2,Moronidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Higher carnivore,higher carnivore,demersal,demersal,1,1,fusiform / normal,NA,more or less straight,more or less normal,terminal,forked,more or less normal,621,136,122,17,76,1.22321,53.06666667,NaN,NaN,3.47,0.5,-1,-1,0,-1,0,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical;temperate,detritus;nekton;zoobenthos;zooplankton,benth. crust.;detritus;finfish;fish (early stages);insects;other benth. invertebrates;other plank. invertebrates;plank. crust.
Wales,NA,NA,Dicentrarchus labrax,1,Moronidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,NA,more or less straight,more or less normal,terminal,forked,more or less normal,621,136,122,17,76,1.22321,53.06666667,NaN,NaN,3.47,0.5,-1,-1,0,-1,0,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical;temperate,detritus;nekton;zoobenthos;zooplankton,benth. crust.;detritus;finfish;fish (early stages);insects;other benth. invertebrates;other plank. invertebrates;plank. crust.
Australia (NSW),Smiths_Lake_NSW,a.poore@unsw.edu.au,Aldrichetta forsteri,1,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,compressed,more or less straight,more or less normal,terminal,forked,more or less normal,602,125,124,NaN,NaN,1.99305,NaN,NaN,NaN,2.51,0.26,-1,-1,-1,0,0,0,-1,0,-1,0,plants/detritus+animals (troph. 2.2-2.79),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;detritus;finfish;mollusks;other plank. invertebrates;other plants;phytoplankton;worms
Australia (NSW),Smiths_Lake_NSW,a.poore@unsw.edu.au,Liza argentea,3,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (NSW2),Urunga Lagoon 1,brendan.kelaher@scu.edu.au,Liza argentea,48,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (NSW2),Urunga Lagoon 1,brendan.kelaher@scu.edu.au,Liza argentea,48,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,Bouzigues,francesca.rossi@cnrs.fr,Liza aurata,17,Mugilidae,active,variable,variable,Omnivore,omnivore,Benthopelagic,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,Bouzigues,francesca.rossi@cnrs.fr,Liza aurata,17,Mugilidae,active,variable,variable,Omnivore,omnivore,Benthopelagic,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,Bouzigues,francesca.rossi@cnrs.fr,Liza sp.,1,Mugilidae,active,browsing on substrate,browsing on substrate,Omnivore,omnivore,Benthopelagic,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (QLD2),Noosa river,chender1@usc.edu.au,Mugil cephalus,2,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,circular,more or less straight,more or less normal,terminal,forked,more or less normal,598,107,117.5,15,135,2.279495,14,NaN,NaN,2.48,0.17,-1,-1,-1,-1,0,-1,-1,-1,-1,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;plants;zoobenthos;zooplankton,benth. crust.;detritus;insects;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;phytoplankton;plank. crust.;sponges/tunicates;worms
Chile,NA,NA,Mugil cephalus,5,Mugilidae,active,variable,variable,NA,scraping herbivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,circular,more or less straight,more or less normal,terminal,forked,more or less normal,598,107,117.5,15,135,2.279495,14,NaN,NaN,2.48,0.17,-1,-1,-1,-1,0,-1,-1,-1,-1,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;plants;zoobenthos;zooplankton,benth. crust.;detritus;insects;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;phytoplankton;plank. crust.;sponges/tunicates;worms
Croatia,CR-B-SvetiDuh,claudia@claudiakruschel.com,Mugil cephalus,12,Mugilidae,active,browsing on substrate,browsing on substrate,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,circular,more or less straight,more or less normal,terminal,forked,more or less normal,598,107,117.5,15,135,2.279495,14,NaN,NaN,2.48,0.17,-1,-1,-1,-1,0,-1,-1,-1,-1,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;plants;zoobenthos;zooplankton,benth. crust.;detritus;insects;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;phytoplankton;plank. crust.;sponges/tunicates;worms
Croatia,CR-B-SvetiDuh,claudia@claudiakruschel.com,Mugil cephalus,12,Mugilidae,active,browsing on substrate,browsing on substrate,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,circular,more or less straight,more or less normal,terminal,forked,more or less normal,598,107,117.5,15,135,2.279495,14,NaN,NaN,2.48,0.17,-1,-1,-1,-1,0,-1,-1,-1,-1,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;plants;zoobenthos;zooplankton,benth. crust.;detritus;insects;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;phytoplankton;plank. crust.;sponges/tunicates;worms
USA (FL),NA,NA,Mugil cephalus,169,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,circular,more or less straight,more or less normal,terminal,forked,more or less normal,598,107,117.5,15,135,2.279495,14,NaN,NaN,2.48,0.17,-1,-1,-1,-1,0,-1,-1,-1,-1,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;plants;zoobenthos;zooplankton,benth. crust.;detritus;insects;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;phytoplankton;plank. crust.;sponges/tunicates;worms
USA (FL),NA,NA,Mugil curema,8,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,circular,NA,NA,NA,forked,more or less normal,549,118,116,38,212,1.90961,NaN,2.01,0,2.42,0.22,-1,0,-1,0,0,-1,-1,0,0,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;nekton;others;plants;zoobenthos;zooplankton,benth. crust.;detritus;finfish;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;others;phytoplankton;sponges/tunicates;worms
USA (TX),Oso Bay,mdiskin@islander.tamucc.edu,Mugil curema,4,Mugilidae,active,variable,variable,omnivore,omnivore,Benthopelagic,benthopelagic,0,0,fusiform / normal,circular,NA,NA,NA,forked,more or less normal,549,118,116,38,212,1.90961,NaN,2.01,0,2.42,0.22,-1,0,-1,0,0,-1,-1,0,0,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;nekton;others;plants;zoobenthos;zooplankton,benth. crust.;detritus;finfish;mollusks;other benth. invertebrates;other plank. invertebrates;other plants;others;phytoplankton;sponges/tunicates;worms
Italy,NA,NA,Mugil sp.,2,Mugilidae,active,NA,variable,NA,scraping herbivore,Benthopelagic,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,CR-B-SvetiDuh,claudia@claudiakruschel.com,Mullus barbatus,10,Mullidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,NA,NA,Mullus surmuletus,1,Mullidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,NA,NA,NA,NA,forked,NA,591,144,131,24,155,1.37635,65,3.45,0.29,3.46,0.48,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;detritus;echinoderms;finfish;mollusks;other plants;plank. crust.;worms
Australia (QLD2),NA,NA,Parupeneus indicus,13,Mullidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Demersal,demersal,1,1,fusiform / normal,oval,more or less straight,more or less normal,terminal,forked,more or less normal,601,130,138,15,195,1.73901,106,NaN,NaN,3.5,0.37,-1,-1,-1,-1,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,other benth. invertebrates
Australia (QLD),Bowen,paul.york@jcu.edu.au,Upeneus tragula,3,Mullidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Demersal,demersal,1,1,fusiform / normal,oval,clearly convex,more or less normal,terminal,forked,more or less normal,609,136,116,11,184,1.956,100,3.59,NaN,3.5,0.37,-1,-1,-1,0,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,other benth. invertebrates
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Upeneus tragula,2,Mullidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,benthic,benthic,1,1,fusiform / normal,oval,clearly convex,more or less normal,terminal,forked,more or less normal,609,136,116,11,184,1.956,100,3.59,NaN,3.5,0.37,-1,-1,-1,0,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,other benth. invertebrates
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Upeneus tragula,2,Mullidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,benthic,benthic,1,1,fusiform / normal,oval,clearly convex,more or less normal,terminal,forked,more or less normal,609,136,116,11,184,1.956,100,3.59,NaN,3.5,0.37,-1,-1,-1,0,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,other benth. invertebrates
Italy,NA,NA,Muraena helena,1,Muraenidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,eel-like,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.18,0.61,0,0,0,0,0,-1,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,nekton;zoobenthos,benth. crust.;cephalopods;finfish
Australia (QLD2),NA,NA,Scolopsis lineata,11,Nemipteridae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,oval,clearly convex,more or less normal,terminal,forked,more or less normal,598.5,159,159.5,20,164,2.181345,NaN,NaN,NaN,3.76,0.59,-1,-1,0,-1,0,-1,0,0,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish
Australia (QLD2),NA,NA,Scolopsis sp.,136,Nemipteridae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (QLD2),NA,NA,Scolopsis trilineata,1,Nemipteridae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,oval,clearly convex,more or less normal,terminal,forked,more or less normal,574.5,144.5,155,26,170.5,2.313025,NaN,NaN,NaN,NaN,NaN,-1,-1,0,0,0,-1,-1,-1,0,0,,tropical,,
USA (WA2),False Bay,ojgraham@me.com,Hypomesus pretiosus,1,Osmeridae,active,selective plankton feeding,selective plankton feeding,planktivore;benthic invertivore,planktivore;benthic invertivore,benthopelagic,benthopelagic,0,0,elongated,NA,NA,NA,NA,forked,more or less normal,587,96,103,27,148,2.39741,NaN,NaN,NaN,3.430000067,0.4134,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),boreal;polar;subtropical;temperate,zoobenthos;zooplankton,benth. crust.;fish (early stages);insects;jellyfish/hydroids;other plank. invertebrates;plank. crust.;worms
Canada (QC),QC_Baie St-Ludger,mathieu.cusson@uqac.ca,Mallotus villosus,167,Osmeridae,active,selective plankton feeding,selective plankton feeding,planktivore;benthic invertivore,planktivore;benthic invertivore,benthopelagic,benthopelagic,0,0,elongated,NA,NA,NA,NA,forked,more or less normal,588,129,87,20,146,1.89934,80.5,3.15,0.086,3.2,0.41,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),polar,nekton;zoobenthos;zooplankton,benth. crust.;finfish;other plank. invertebrates;plank. crust.;worms
Mexico (ICML2),NA,NA,Lactophris trigonus,1,Ostraciidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico (ICML),NA,NA,Lactophrys trigonus,4,Ostraciidae,active,variable,variable,NA,scraping herbivore,NA,benthic,1,1,short and / or deep,NA,NA,NA,NA,more or less truncate,more or less normal,568,158,236,NaN,NaN,1.2715,NaN,3.29,0.32,NaN,NaN,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),tropical,,
Mexico (ICML2),NA,NA,Lactophrys trigonus,2,Ostraciidae,active,variable,variable,NA,scraping herbivore,NA,benthic,1,1,short and / or deep,NA,NA,NA,NA,more or less truncate,more or less normal,568,158,236,NaN,NaN,1.2715,NaN,3.29,0.32,NaN,NaN,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),tropical,,
Korea,Koje-Korea,"sormyo@pusan.ac.kr, klee@pusan.ac.kr",Lactoria cornuta,2,Ostraciidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Demersal,demersal,1,1,short and / or deep,NA,NA,NA,NA,more or less truncate,more or less normal,568,95,150,45,163,1.13322,124,NaN,NaN,3.5,0.37,0,0,0,0,-1,-1,-1,0,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,other benth. invertebrates
Mexico (ICML2),NA,NA,Lactrophrys trigonus,2,Ostraciidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,Puerto Aldea (Chile),thiel@ucn.cl,Ovalipes trimaculatus,1,Ovalipidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,Puerto Aldea (Chile),thiel@ucn.cl,Pagurus perlatus,20,Paguridae,active,variable,variable,omnivore,omnivore,benthic,benthic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,CR-B-SvetiDuh,claudia@claudiakruschel.com,Palaemon elegans,57,Palaemonidae,active,variable,variable,omnivore,omnivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,2.39,0.21,1,1,0,1,1,0,0,0,0,NA,plants/detritus+animals (troph. 2.2-2.79),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;detritus;finfish;insects;other plants;phytoplankton;plank. crust.;worms
